,Price,# of Beds,# of Baths,Address,City,Zip Code
2346,"$819,999",4 Bd,"5 bath
    | 3,767",2412 Cardinal BLVD,"Carrollton, TX",75010
2347,"$819,999",4 Bd,5 bath,2412 Cardinal Boulevard,"Carrollton, TX",75010
2348,"$210,000",3 Bd,2 bath,2035 Clubridge Drive,"Carrollton, TX",75006
2349,"$240,000",2 Bd,2 bath,1603 Baxley Street,"Carrollton, TX",75006
2350,"$245,000",3 Bd,3 bath,2119 Via Estrada,"Carrollton, TX",75006
2351,"$250,000",3 Bd,2 bath,2702 Creek Wood Court,"Carrollton, TX",75006
2352,"$289,900",3 Bd,2 bath,1909 Rambling Ridge Lane,"Carrollton, TX",75007
2353,"$292,500",2 Bd,3 bath,2127 Mcparland Court,"Carrollton, TX",75006
2354,"$345,000",3 Bd,2 bath,3100 Delaford Drive,"Carrollton, TX",75007
2355,"$399,999",4 Bd,"2 bath
    | 2,440",1100 Yorkshire Drive,"Carrollton, TX",75007
2356,"$470,000",4 Bd,3 bath,2260 Red Mule Lane,"Carrollton, TX",75010
2357,"$319,997",3 Bd,"3 bath
    | 2,032",2412 Via Bonita,"Carrollton, TX",75006
2358,"$350,000",3 Bd,3 bath,2861 Edinburgh Drive,"Carrollton, TX",75006
2359,"$380,000",4 Bd,3 bath,2239 Woodcreek,"Carrollton, TX",75006
2360,"$384,900",4 Bd,3 bath,1222 Sycamore Drive,"Carrollton, TX",75007
2361,"$199,000",1 Bd,2 bath,1220 W Trinity Mills Road,"Carrollton, TX",75006
2362,"$259,000",2 Bd,3 bath,1220 W Trinity Mills Road,"Carrollton, TX",75006
2363,"$299,000",3 Bd,3 bath,1220 W Trinity Mills Road,"Carrollton, TX",75006
2364,"$299,000",4 Bd,"2 bath
    | 1,864",2623 W Wentwood Drive,"Carrollton, TX",75007
2365,"$329,900",3 Bd,2 bath,1504 Caldwell Circle,"Carrollton, TX",75010
2366,"$500,000",5 Bd,4 bath,3627 Field Stone Drive,"Carrollton, TX",75007
2367,"$234,000",3 Bd,1 bath,1013 E Alan Avenue,"Carrollton, TX",75006
2368,"$250,000",3 Bd,2 bath,2249 Heartside Place,"Carrollton, TX",75006
2369,"$285,000",3 Bd,2 bath,2008 Toulon Lane,"Carrollton, TX",75007
2370,"$340,000",3 Bd,3 bath,4213 Harvest Hill Road,"Carrollton, TX",75010
2371,"$359,900",4 Bd,3 bath,1111 Pawnee Trail,"Carrollton, TX",75007
2372,"$219,500",3 Bd,2 bath,2635 Via Valencia,"Carrollton, TX",75006
2373,"$280,000",3 Bd,2 bath,3123 Oak Hill Road,"Carrollton, TX",75007
2374,"$310,000",2 Bd,3 bath,4121 Indian Run Drive,"Carrollton, TX",75010
2375,"$319,000",3 Bd,3 bath,1717 Brookview Drive,"Carrollton, TX",75007
2376,"$339,000",3 Bd,2 bath,2204 Ridgewood,"Carrollton, TX",75006
2377,"$365,000",3 Bd,2 bath,1002 Ridgeview,"Carrollton, TX",75007
2378,"$429,900",3 Bd,3 bath,2240 Longwood Drive,"Carrollton, TX",75010
2379,"$535,000",3 Bd,2 bath,2409 Mare Road,"Carrollton, TX",75010
2380,"$544,900",4 Bd,4 bath,3609 Cimarron Drive,"Carrollton, TX",75007
2381,"$215,000",3 Bd,3 bath,2205 Montclair Drive,"Carrollton, TX",75007
2382,"$335,000",3 Bd,3 bath,3141 Riverside Drive,"Carrollton, TX",75007
2383,"$341,900",3 Bd,4 bath,2785 Troutt Drive,"Carrollton, TX",75010
2384,"$355,000",3 Bd,3 bath,1336 Riley Drive,"Carrollton, TX",75007
2385,"$363,000",4 Bd,3 bath,4365 Onyx Drive,"Carrollton, TX",75010
2386,"$250,000",3 Bd,"3 bath
    | 1,795",2265 Jackson Circle,"Carrollton, TX",75006
2387,"$299,000",3 Bd,2 bath,2910 Menlo Park Lane,"Carrollton, TX",75007
2388,"$359,000",3 Bd,3 bath,2401D Cort Drive,"Carrollton, TX",75010
2389,"$550,000",4 Bd,3 bath,1024 Caprock Lane,"Carrollton, TX",75010
2390,"$1,100,000",4 Bd,6 bath,5132 Steinbeck Street,"Carrollton, TX",75010
2391,"$220,000",2 Bd,1 bath,1600 Baxley Street,"Carrollton, TX",75006
2392,"$225,000",3 Bd,2 bath,2660 Via La Paloma,"Carrollton, TX",75006
2393,"$278,000",3 Bd,3 bath,2986 Buttonwood Drive,"Carrollton, TX",75006
2394,"$305,000",4 Bd,2 bath,2904 Sierra Drive,"Carrollton, TX",75007
2395,"$370,000",3 Bd,2 bath,2511 Sunridge Road,"Carrollton, TX",75006
2396,"$375,000",3 Bd,3 bath,1024 Nottingham Drive,"Carrollton, TX",75007
2397,"$420,000",4 Bd,3 bath,2321 Highland Heights Lane,"Carrollton, TX",75007
2398,"$718,000",5 Bd,4 bath,4549 Tall Knight Lane,"Carrollton, TX",75010
2399,"$190,000",3 Bd,2 bath,2121 Travis Drive,"Carrollton, TX",75006
2400,"$229,900",3 Bd,2 bath,1831 BRIARCREST Cove,"Carrollton, TX",75006
2401,"$230,000",3 Bd,2 bath,2309 Smoky Hill Road,"Carrollton, TX",75006
2402,"$300,000",3 Bd,3 bath,1724 Alpine Drive,"Carrollton, TX",75007
2403,"$539,900",4 Bd,3 bath,4540 Sir Craig Drive,"Carrollton, TX",75010
2404,"$620,000",4 Bd,4 bath,3936 Freshwater Drive,"Carrollton, TX",75007
2405,"$354,900",3 Bd,3 bath,1901 Greenbrook Drive,"Carrollton, TX",75006
2406,"$625,000",4 Bd,3 bath,2437 Mare Road,"Carrollton, TX",75010
2407,"$265,000",4 Bd,2 bath,1845 Burning Tree Lane,"Carrollton, TX",75006
2408,"$445,000",3 Bd,3 bath,2313 Bella Court,"Carrollton, TX",75010
2409,"$565,000",4 Bd,4 bath,2331 Aberdeen Place,"Carrollton, TX",75007
2410,"$624,999",4 Bd,4 bath,2540 Green Oak Drive,"Carrollton, TX",75010
2411,"$280,000",3 Bd,2 bath,3112 Mayfair Drive,"Carrollton, TX",75007
2412,"$545,000",4 Bd,3 bath,4505 Tall Knight Lane,"Carrollton, TX",75010
2413,"$700,000",4 Bd,4 bath,5008 Sage Hill Drive,"Carrollton, TX",75010
2414,"$790,000",4 Bd,"5 bath
    | 4,883",4200 Mann CT,"Carrollton, TX",75010
2415,"$315,000",3 Bd,2 bath,3833 Harrison Drive,"Carrollton, TX",75010
2416,"$365,000",4 Bd,3 bath,1835 S Perry Road,"Carrollton, TX",75006
2417,"$610,000",3 Bd,3 bath,5017 Sage Hill Drive,"Carrollton, TX",75010
2418,"$255,000",3 Bd,2 bath,2312 Placid Drive,"Carrollton, TX",75007
2419,"$319,500",3 Bd,2 bath,1838 Castille Drive,"Carrollton, TX",75007
2420,"$365,000",3 Bd,3 bath,2124 Larkspur Drive,"Carrollton, TX",75010
2421,"$369,000",3 Bd,2 bath,2503 Nature Bend Lane,"Carrollton, TX",75006
2422,"$389,000",4 Bd,3 bath,3203 Hillpark Lane,"Carrollton, TX",75007
2423,"$490,000",4 Bd,4 bath,1742 Auburn Drive,"Carrollton, TX",75007
2424,"$515,000",5 Bd,4 bath,3636 Canyon Oaks Drive,"Carrollton, TX",75007
2425,"$400,000",4 Bd,3 bath,4044 Windy Crest Circle,"Carrollton, TX",75007
2426,"$309,500",4 Bd,2 bath,2316 Greenhill Drive,"Carrollton, TX",75006
2427,"$425,000",5 Bd,3 bath,1802 Dew Valley Drive,"Carrollton, TX",75010
2428,"$274,900",3 Bd,2 bath,2919 Rayswood Drive,"Carrollton, TX",75007
2429,"$310,000",4 Bd,3 bath,2111 Daniel Way,"Carrollton, TX",75006
2430,"$375,000",3 Bd,3 bath,3920 Luke Lane,"Carrollton, TX",75007
2431,"$429,900",3 Bd,3 bath,4909 Sage Hill Drive,"Carrollton, TX",75010
2432,"$149,000",4 Bd,2 bath,2723 Creek Wood Court,"Carrollton, TX",75006
2433,"$285,000",3 Bd,2 bath,2810 Cliffbrook Drive,"Carrollton, TX",75007
2434,"$290,000",3 Bd,3 bath,1921 Meadowview Court,"Carrollton, TX",75010
2435,"$479,412",3 Bd,3 bath,1533 Kessler Drive,"Carrollton, TX",75006
2436,"$499,999",3 Bd,3 bath,4216 Colton Drive,"Carrollton, TX",75010
2437,"$654,900",4 Bd,4 bath,4649 Stone Oak Drive,"Carrollton, TX",75010
2438,"$350,000",4 Bd,3 bath,2517 Rosebud Circle,"Carrollton, TX",75006
2439,"$287,000",4 Bd,2 bath,1607 E Peters Colony Road,"Carrollton, TX",75007
2440,"$200,000",2 Bd,2 bath,2263 Jackson Circle,"Carrollton, TX",75006
2441,"$280,000",4 Bd,2 bath,2824 Kings Gate Drive,"Carrollton, TX",75006
2442,"$243,000",3 Bd,2 bath,2212 Colonial Place,"Carrollton, TX",75007
2443,"$285,000",3 Bd,2 bath,2107 Albert Road,"Carrollton, TX",75007
2444,"$325,000",3 Bd,2 bath,2200 San Simeon Place,"Carrollton, TX",75006
2445,"$336,900",4 Bd,2 bath,1814 Tree Line Drive,"Carrollton, TX",75007
2446,"$340,000",3 Bd,2 bath,1422 Mapleview Drive,"Carrollton, TX",75007
2447,"$495,000",5 Bd,4 bath,1511 Estates Way,"Carrollton, TX",75006
2448,"$325,000",4 Bd,2 bath,2743 Timberleaf,"Carrollton, TX",75006
2449,"$525,000",4 Bd,4 bath,2144 Bailey Street,"Carrollton, TX",75010
2450,"$329,900",4 Bd,"2 bath
    | 2,088",1307 E Branch Hollow DR,"Carrollton, TX",75007
2451,"$230,000",3 Bd,2 bath,2003 Meadfoot Road,"Carrollton, TX",75007
2452,"$529,900",3 Bd,3 bath,4237 Colton Drive,"Carrollton, TX",75010
2453,"$1,990,000",0 Bd,0 bath,4409 Charles Street,"Carrollton, TX",75010
2454,"$235,000",2 Bd,2 bath,1100 W Trinity Mills Road,"Carrollton, TX",75006
2455,"$299,900",2 Bd,3 bath,1220 Trinity Mills Road,"Carrollton, TX",75006
2456,"$560,000",5 Bd,5 bath,1724 Lomar Drive,"Carrollton, TX",75007
2457,"$286,900",3 Bd,2 bath,2808 Prescott Drive,"Carrollton, TX",75006
2458,"$335,000",4 Bd,4 bath,1045 Rodin Lane,"Carrollton, TX",75006
2459,"$386,778",3 Bd,3 bath,4424 Benton Lane,"Carrollton, TX",75010
2460,"$390,607",3 Bd,3 bath,4420 Benton Lane,"Carrollton, TX",75010
2461,"$392,910",3 Bd,3 bath,4408 Benton Lane,"Carrollton, TX",75010
2462,"$401,540",3 Bd,3 bath,4404 Benton Lane,"Carrollton, TX",75010
2463,"$405,684",3 Bd,3 bath,4428 Benton Lane,"Carrollton, TX",75010
2464,"$408,728",3 Bd,3 bath,4416 Benton Lane,"Carrollton, TX",75010
2465,"$411,752",3 Bd,3 bath,4412 Benton Lane,"Carrollton, TX",75010
2466,"$309,900",3 Bd,2 bath,1123 Holly Drive,"Carrollton, TX",75010
2467,"$349,000",0 Bd,0 bath,4012 Memorial Court,"Carrollton, TX",75010
2468,"$352,000",3 Bd,3 bath,1012 Thomas Place,"Carrollton, TX",75006
2469,"$352,000",3 Bd,3 bath,1061 Thomas Place,"Carrollton, TX",75006
2470,"$393,000",3 Bd,2 bath,1028 Thomas Place,"Carrollton, TX",75006
2471,"$299,900",0 Bd,0 bath,3701 CanonGate Circle N,"Carrollton, TX",75007
2472,"$168,900",2 Bd,"2 bath
    | 1,051",1603 Marsh Lane #305,"Carrollton, TX",75006
2473,"$875,000",4 Bd,7 bath,5009 Steinbeck Street,"Carrollton, TX",75010
2474,"$580,000",5 Bd,5 bath,4321 Saginaw Lane,"Carrollton, TX",75010
2475,"$479,900",4 Bd,4 bath,3736 Muirfield Drive,"Carrollton, TX",75007
2476,"$325,000",3 Bd,3 bath,2210 Meadowstone Drive,"Carrollton, TX",75006
2477,"$380,000",3 Bd,3 bath,1053 Thomas Place,"Carrollton, TX",75006
2478,"$248,000",4 Bd,2 bath,1802 Willow Road,"Carrollton, TX",75006
2479,"$362,000",3 Bd,3 bath,1065 Thomas Place,"Carrollton, TX",75006
2480,"$340,000",4 Bd,2 bath,2211 San Simeon,"Carrollton, TX",75006
2481,"$265,000",3 Bd,"3 bath
    | 2,054",2932 Woodcroft CIR,"Carrollton, TX",75006
2482,"$270,000",3 Bd,2 bath,2003 Greenstone Trail,"Carrollton, TX",75010
2483,"$382,647",2 Bd,3 bath,2837 Troutt Drive,"Carrollton, TX",75010
2484,"$392,990",3 Bd,3 bath,2833 Troutt Drive,"Carrollton, TX",75010
2485,"$399,990",3 Bd,3 bath,2849 Troutt Drive,"Carrollton, TX",75010
2486,"$460,673",3 Bd,3 bath,1544 Jackson Street,"Carrollton, TX",75006
2487,"$446,395",3 Bd,3 bath,1524 Jackson Street,"Carrollton, TX",75006
2488,"$1,900,000",0 Bd,0 bath,3816 Quivera Circle,"Carrollton, TX",75007
2489,"$7,000,000",0 Bd,0 bath,3918 Rolling Oaks Drive,"Carrollton, TX",75007
2490,"$374,771",3 Bd,3 bath,1515 Jackson Street,"Carrollton, TX",75006
2491,"$355,859",3 Bd,3 bath,1509 Jackson Street,"Carrollton, TX",75006
2492,"$356,203",3 Bd,3 bath,1513 Jackson Street,"Carrollton, TX",75006
2493,"$398,990",3 Bd,3 bath,2841 Troutt Drive,"Carrollton, TX",75010
2494,"$439,431",3 Bd,3 bath,2845 Troutt Drive,"Carrollton, TX",75010
2495,"$495,000",6 Bd,4 bath,2424 Guerrero Drive,"Carrollton, TX",75006
2496,"$124,900",2 Bd,1 bath,3550 Country Square,"Carrollton, TX",75006
2497,"$129,900",1 Bd,1 bath,1601 Marsh Lane,"Carrollton, TX",75006
2498,"$255,000",3 Bd,2 bath,2007 Cedarwood Drive,"Carrollton, TX",75007
2499,"$270,000",4 Bd,2 bath,2102 Victoria,"Carrollton, TX",75007
2500,"$330,000",3 Bd,3 bath,2304 McCoy Court,"Carrollton, TX",75006
2501,"$330,500",3 Bd,3 bath,3636 Fuchsia Drive,"Carrollton, TX",75007
2502,"$333,900",3 Bd,3 bath,4690 Dozier Road,"Carrollton, TX",75010
2503,"$338,625",2 Bd,2 bath,2700 OLD DENTON Road,"Carrollton, TX",75007
2504,"$341,000",3 Bd,3 bath,1009 Thomas Place,"Carrollton, TX",75006
2505,"$349,000",4 Bd,3 bath,2100 Greenstone Trail,"Carrollton, TX",75010
2506,"$369,990",2 Bd,3 bath,4405 Benton Lane,"Carrollton, TX",75010
2507,"$381,990",3 Bd,3 bath,4401 Benton Lane,"Carrollton, TX",75010
2508,"$389,990",3 Bd,3 bath,4425 Benton Lane,"Carrollton, TX",75010
2509,"$399,900",4 Bd,3 bath,4216 Eastwood Drive,"Carrollton, TX",75010
2510,"$402,990",3 Bd,3 bath,2829 Troutt Drive,"Carrollton, TX",75010
2511,"$453,369",3 Bd,3 bath,1520 Jackson Street,"Carrollton, TX",75006
2512,"$155,000",0 Bd,0 bath,1815 Gravley Drive,"Carrollton, TX",75006
2513,"$360,000",0 Bd,0 bath,1612 Rosetree Lane,"Carrollton, TX",75006
2514,"$375,000",0 Bd,0 bath,1616 Rosetree Lane,"Carrollton, TX",75006
2515,"$375,000",0 Bd,0 bath,1620 Rosetree Lane,"Carrollton, TX",75006
2516,"$375,000",0 Bd,0 bath,1624 Rosetree Lane,"Carrollton, TX",75006
2517,"$389,000",0 Bd,0 bath,1608 Rosetree Lane,"Carrollton, TX",75006
2518,"$399,000",0 Bd,0 bath,1628 Rosetree Lane,"Carrollton, TX",75006
2519,"$303,000",3 Bd,2 bath,1514 Cecil Drive,"Carrollton, TX",75006
2520,"$240,000",2 Bd,2 bath,1603 Baxley Street,"Carrollton, TX",75006
2521,"$220,000",2 Bd,1 bath,1605 Baxley Street,"Carrollton, TX",75006
2522,"$229,900",3 Bd,2 bath,1831 BRIARCREST Cove,"Carrollton, TX",75006
2523,"$220,000",2 Bd,1 bath,1600 Baxley Street,"Carrollton, TX",75006
2524,"$479,225",3 Bd,3 bath,1545 Kessler Drive,"Carrollton, TX",75006
2525,"$460,673",3 Bd,3 bath,1544 Jackson Street,"Carrollton, TX",75006
2526,"$479,412",3 Bd,3 bath,1533 Kessler Drive,"Carrollton, TX",75006
2527,"$446,395",3 Bd,3 bath,1524 Jackson Street,"Carrollton, TX",75006
2528,"$453,369",3 Bd,3 bath,1520 Jackson Street,"Carrollton, TX",75006
2529,"$532,018",3 Bd,3 bath,1508 Jackson Street,"Carrollton, TX",75006
2530,"$2,434",2 Bd,"2 bath
    | 2,014",Quorum Drive,"Addison, TX",75001
2531,"$450,000",3 Bd,2 bath,3777 Lakeway Court,"Addison, TX",75001
2532,"$469,900",4 Bd,3 bath,3756 Woodshadow Lane,"Addison, TX",75001
2533,"$500,000",3 Bd,4 bath,5029 Calloway Drive,"Addison, TX",75001
2534,"$339,500",3 Bd,2 bath,4004 Morman Lane,"Addison, TX",75001
2535,"$975,000",3 Bd,"4 bath
    | 3,500",14730 Celestial Place,"Addison, TX",75254
2536,"$429,000",3 Bd,3 bath,5017 Morris Avenue,"Addison, TX",75001
2537,"$212,000",2 Bd,3 bath,4067 Beltway Drive,"Addison, TX",75001
2538,"$2,795,000",5 Bd,8 bath,5505 Celestial Road,"Addison, TX",75254
2539,"$429,900",3 Bd,2 bath,3820 Waterford Drive,"Addison, TX",75001
2540,"$448,000",3 Bd,2 bath,14597 Waterview Circle,"Addison, TX",75001
2541,"$613,000",3 Bd,4 bath,4132 Runyon Road,"Addison, TX",75001
2542,"$194,900",2 Bd,2 bath,16301 Ledgemont Lane,"Addison, TX",75001
2543,"$385,000",2 Bd,3 bath,14955 Oak Road,"Addison, TX",75001
2544,"$395,000",3 Bd,4 bath,3920 Amberwood Drive,"Addison, TX",75001
2545,"$160,000",2 Bd,2 bath,16301 Ledgemont Lane,"Addison, TX",75001
2546,"$129,900",1 Bd,1 bath,16301 Ledgemont Lane,"Addison, TX",75001
2547,"$331,900",1 Bd,3 bath,4106 Runyon Road,"Addison, TX",75001
2548,"$369,000",2 Bd,3 bath,14815 Surveyor Boulevard,"Addison, TX",75001
2549,"$399,900",3 Bd,4 bath,3916 Amberwood Drive,"Addison, TX",75001
2550,"$495,000",3 Bd,3 bath,3834 Canot Lane,"Addison, TX",75001
2551,"$449,900",3 Bd,3 bath,14588 Poe Court,"Addison, TX",75001
2552,"$195,000",1 Bd,2 bath,4130 Proton Drive,"Addison, TX",75001
2553,"$439,000",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2554,"$385,000",2 Bd,3 bath,5055 Addison Circle,"Addison, TX",75001
2555,"$255,000",1 Bd,1 bath,5055 Addison Circle,"Addison, TX",75001
2556,"$349,000",3 Bd,3 bath,4102 Oberlin Way,"Addison, TX",75001
2557,"$384,900",2 Bd,2 bath,5055 Addison Circle,"Addison, TX",75001
2558,"$404,000",2 Bd,2 bath,15875 Spectrum Drive,"Addison, TX",75001
2559,"$591,000",3 Bd,4 bath,14975 Oak Street,"Addison, TX",75001
2560,"$445,000",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2561,"$590,000",3 Bd,4 bath,14965 Oak Street,"Addison, TX",75001
2562,"$485,000",3 Bd,4 bath,14947 Oak Street,"Addison, TX",75001
2563,"$475,000",3 Bd,4 bath,14949 Oak Street,"Addison, TX",75001
2564,"$599,000",3 Bd,4 bath,14961 Oak Street,"Addison, TX",75001
2565,"$395,000",2 Bd,2 bath,15875 Spectrum Drive,"Addison, TX",75001
2566,"$1,877,000",3 Bd,7 bath,14816 Bellbrook Drive,"Addison, TX",75254
2567,"$395,000",2 Bd,3 bath,5055 Addison Circle,"Addison, TX",75001
2568,"$347,500",3 Bd,2 bath,5055 Addison Circle,"Addison, TX",75001
2569,"$594,000",3 Bd,4 bath,14977 Oak Street,"Addison, TX",75001
2570,"$449,900",3 Bd,4 bath,15762 Seabolt,"Addison, TX",75001
2571,"$375,000",2 Bd,2 bath,15875 Spectrum Drive,"Addison, TX",75001
2572,"$385,000",4 Bd,4 bath,3940 Asbury Lane,"Addison, TX",75001
2573,"$385,000",2 Bd,2 bath,15875 Spectrum Drive,"Addison, TX",75001
2574,"$425,000",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2575,"$435,000",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2576,"$449,000",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2577,"$454,380",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2578,"$454,949",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2579,"$455,000",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2580,"$459,000",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2581,"$465,000",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2582,"$469,000",3 Bd,3 bath,15875 Spectrum Drive,"Addison, TX",75001
2583,"$495,900",3 Bd,4 bath,14981 Oak Street,"Addison, TX",75001
2584,"$2,195,000",4 Bd,6 bath,14929 Havenshire Place,"Addison, TX",75254
2585,"$5,895,000",4 Bd,8 bath,25 Glen Abbey Drive,"Dallas, TX",75248
2586,"$825,000",4 Bd,4 bath,5508 Bent Trail,"Dallas, TX",75248
2587,"$569,000",4 Bd,4 bath,5007 Briar Tree Drive,"Dallas, TX",75248
2588,"$520,000",3 Bd,4 bath,5017 Briar Tree Drive,"Dallas, TX",75248
2589,"$509,900",3 Bd,4 bath,17201 Meadow Tree Circle,"Dallas, TX",75248
2590,"$2,795,000",5 Bd,7 bath,8 Green Park,"Dallas, TX",75248
2591,"$2,195,000",4 Bd,6 bath,14929 Havenshire Place,"Addison, TX",75254
2592,"$3,795,000",5 Bd,7 bath,39 Braewood Place,"Dallas, TX",75248
2593,"$7,500,000",7 Bd,9 bath,23 Ash Bluff Lane,"Dallas, TX",75248
2594,"$1,249,000",3 Bd,3 bath,14 Abbey Creek Way,"Dallas, TX",75248
2595,"$1,650,000",3 Bd,4 bath,31 Abbey Creek Way,"Dallas, TX",75248
2596,$800,0 Bd,0 bath,Sonterra Drive,"Cedar Hill, TX",75104
2597,"$1,225,000",5 Bd,7 bath,1609 Promontory Drive,"Cedar Hill, TX",75104
2598,"$89,900",0 Bd,0 bath,2833 Plume Court,"Cedar Hill, TX",75104
2599,"$239,900",3 Bd,2 bath,807 Clover Hill Lane,"Cedar Hill, TX",75104
2600,"$280,000",3 Bd,2 bath,716 High Drive,"Cedar Hill, TX",75104
2601,"$454,000",5 Bd,3 bath,1129 Wishing Well Court,"Cedar Hill, TX",75104
2602,"$199,000",3 Bd,1 bath,732 W Parkerville Road,"Cedar Hill, TX",75104
2603,"$259,900",4 Bd,2 bath,1084 Magnolia Lane,"Cedar Hill, TX",75104
2604,"$430,000",5 Bd,5 bath,422 Hageman Lane,"Cedar Hill, TX",75104
2605,"$615,000",4 Bd,4 bath,2303 Autumn Run Court,"Cedar Hill, TX",75104
2606,"$179,997",3 Bd,"2 bath
    | 1,637",500 Grand Teton Street,"Cedar Hill, TX",75104
2607,"$199,990",0 Bd,0 bath,1353 Overlook Circle,"Cedar Hill, TX",75104
2608,"$260,000",3 Bd,2 bath,438 Tranquility Lane,"Cedar Hill, TX",75104
2609,"$274,900",3 Bd,3 bath,722 Cindy Drive,"Cedar Hill, TX",75104
2610,"$175,000",0 Bd,0 bath,2000 Jasmine Circle,"Cedar Hill, TX",75104
2611,"$200,000",3 Bd,4 bath,821 Witherspoon Court,"Cedar Hill, TX",75104
2612,"$225,000",3 Bd,2 bath,122 Cooper Street,"Cedar Hill, TX",75104
2613,"$275,000",5 Bd,3 bath,407 Mckinley Street,"Cedar Hill, TX",75104
2614,"$158,000",3 Bd,1 bath,519 Antoine Street,"Cedar Hill, TX",75104
2615,"$276,000",3 Bd,2 bath,1306 Flagstone,"Cedar Hill, TX",75104
2616,"$246,000",3 Bd,2 bath,1019 Essex Drive,"Cedar Hill, TX",75104
2617,"$360,000",4 Bd,3 bath,426 Hageman,"Cedar Hill, TX",75104
2618,"$55,000",0 Bd,0 bath,830 Monique,"Cedar Hill, TX",75104
2619,"$87,900",0 Bd,0 bath,1505 Cypress Bend Drive,"Cedar Hill, TX",75104
2620,"$125,000",0 Bd,0 bath,2130 Rohne,"Cedar Hill, TX",75104
2621,"$134,500",3 Bd,"3 bath
    | 1,242",929 Vedral Place #929,"Cedar Hill, TX",75104
2622,"$245,900",4 Bd,2 bath,731 Hawthorn Drive,"Cedar Hill, TX",75104
2623,"$268,000",5 Bd,3 bath,301 Oak Lane,"Cedar Hill, TX",75104
2624,"$285,000",4 Bd,3 bath,729 Gibson Street,"Cedar Hill, TX",75104
2625,"$109,000",0 Bd,0 bath,2 Armadillo Court,"Cedar Hill, TX",75104
2626,"$249,900",3 Bd,2 bath,1507 Baker Drive,"Cedar Hill, TX",75104
2627,"$260,000",3 Bd,2 bath,1422 Baker Drive,"Cedar Hill, TX",75104
2628,"$550,000",0 Bd,0 bath,2425 Mountain View Court,"Cedar Hill, TX",75104
2629,"$258,990",4 Bd,3 bath,765 Lowe Drive,"Cedar Hill, TX",75104
2630,"$1,299,000",5 Bd,9 bath,1320 N Cedar Hill Road,"Cedar Hill, TX",75104
2631,"$250,000",3 Bd,2 bath,324 Wentwood Drive,"Cedar Hill, TX",75104
2632,"$665,000",4 Bd,6 bath,2812 Sonterra Drive,"Cedar Hill, TX",75104
2633,"$145,000",1 Bd,1 bath,324 Texas Street,"Cedar Hill, TX",75104
2634,"$570,000",4 Bd,5 bath,2829 Eden Drive,"Cedar Hill, TX",75104
2635,"$749,500",4 Bd,4 bath,2813 Sonterra Drive,"Cedar Hill, TX",75104
2636,"$75,000",0 Bd,0 bath,2714 Whispering Oaks Cove,"Cedar Hill, TX",75104
2637,"$268,000",4 Bd,3 bath,1402 Samuel Street,"Cedar Hill, TX",75104
2638,"$150,000",2 Bd,2 bath,456 Dollins Street,"Cedar Hill, TX",75104
2639,"$269,900",4 Bd,3 bath,312 Birchwood Lane,"Cedar Hill, TX",75104
2640,"$190,000",3 Bd,2 bath,105 Sagittarius Drive,"Cedar Hill, TX",75104
2641,"$40,000",0 Bd,0 bath,1202 Plateau Street,"Cedar Hill, TX",75104
2642,"$238,000",0 Bd,0 bath,0000 Joe Wilson RD,"Cedar Hill, TX",75104
2643,"$226,000",4 Bd,2 bath,1027 Aries Street,"Cedar Hill, TX",75104
2644,"$275,000",5 Bd,3 bath,700 Meandering Drive,"Cedar Hill, TX",75104
2645,"$180,000",0 Bd,0 bath,2114 Grand View Court,"Cedar Hill, TX",75104
2646,"$249,999",2 Bd,2 bath,1027 E Wintergreen Road,"Cedar Hill, TX",75104
2647,"$325,000",0 Bd,0 bath,600 W FM ROAD 1382 Road,"Cedar Hill, TX",75104
2648,"$490,000",5 Bd,4 bath,1110 Heather Circle,"Cedar Hill, TX",75104
2649,"$120,000",0 Bd,0 bath,423 Golden Pond Drive,"Cedar Hill, TX",75104
2650,"$295,000",3 Bd,2 bath,507 Evergreen Trail,"Cedar Hill, TX",75104
2651,"$320,000",2 Bd,3 bath,2706 Fountain View Boulevard,"Cedar Hill, TX",75104
2652,"$439,900",4 Bd,3 bath,332 Windy Meadow Drive,"Cedar Hill, TX",75104
2653,"$249,999",2 Bd,"2 bath
    | 1,420",1027 E Wintergreen RD,"Cedar Hill, TX",75104
2654,"$539,900",6 Bd,5 bath,2613 Whispering Oaks Cove,"Cedar Hill, TX",75104
2655,"$120,000",0 Bd,0 bath,2521 Hardwick Lane,"Cedar Hill, TX",76065
2656,"$250,000",0 Bd,0 bath,2454 Hardwick Lane,"Cedar Hill, TX",75104
2657,"$179,900",0 Bd,0 bath,11 Terrace Lane,"Cedar Hill, TX",75104
2658,"$345,000",5 Bd,3 bath,1020 Hampshire Lane,"Cedar Hill, TX",75104
